TermID	genes	all	pval	padj	Class	Mode	Motif	Peak	Species
Mitochondrial carrier protein	7	34	7.096506648900564e-7	0.00418271387446307	InterPro	WGD	bifan	peak1	Vvinifera
Mitochondrial carrier domain superfamily	8	54	1.587467680959352e-6	0.00418271387446307	InterPro	WGD	bifan	peak1	Vvinifera
Mitochondrial substrate/solute carrier	8	54	1.587467680959352e-6	0.00418271387446307	InterPro	WGD	bifan	peak1	Vvinifera
GYF domain	4	7	1.8523976414805445e-6	0.00418271387446307	InterPro	WGD	bifan	peak1	Vvinifera
eIF3G, RNA recognition motif	3	3	3.609746925090773e-6	0.0046576048896314086	InterPro	WGD	bifan	peak1	Vvinifera
Eukaryotic translation initiation factor 3 subunit G	3	3	3.609746925090773e-6	0.0046576048896314086	InterPro	WGD	bifan	peak1	Vvinifera
Eukaryotic translation initiation factor 3 subunit G, N-terminal	3	3	3.609746925090773e-6	0.0046576048896314086	InterPro	WGD	bifan	peak1	Vvinifera
14-3-3 domain	4	9	6.50831018715604e-6	0.005878305761039336	InterPro	WGD	bifan	peak1	Vvinifera
14-3-3 domain superfamily	4	9	6.50831018715604e-6	0.005878305761039336	InterPro	WGD	bifan	peak1	Vvinifera
14-3-3 protein	4	9	6.50831018715604e-6	0.005878305761039336	InterPro	WGD	bifan	peak1	Vvinifera
GYF-like domain superfamily	4	10	1.0716091967091771e-5	0.008065645220564405	InterPro	WGD	bifan	peak1	Vvinifera
Transcription factor IIS, N-terminal	4	10	1.0716091967091771e-5	0.008065645220564405	InterPro	WGD	bifan	peak1	Vvinifera
Atypical Arm repeat	3	4	1.4274301042990662e-5	0.008595032468019443	InterPro	WGD	bifan	peak1	Vvinifera
Importin-alpha, importin-beta-binding domain	3	4	1.4274301042990662e-5	0.008595032468019443	InterPro	WGD	bifan	peak1	Vvinifera
Importin-alpha, importin-beta-binding domain superfamily	3	4	1.4274301042990662e-5	0.008595032468019443	InterPro	WGD	bifan	peak1	Vvinifera
Expansin	4	11	1.6636155793928263e-5	0.008838691713574121	InterPro	WGD	bifan	peak1	Vvinifera
TFIIS/LEDGF domain superfamily	4	11	1.6636155793928263e-5	0.008838691713574121	InterPro	WGD	bifan	peak1	Vvinifera
Zinc finger, FYVE/PHD-type	8	77	2.3686960061946344e-5	0.01188559018219441	InterPro	WGD	bifan	peak1	Vvinifera
Expansin, cellulose-binding-like domain	4	13	3.518003784825402e-5	0.014483642578806142	InterPro	WGD	bifan	peak1	Vvinifera
Expansin, cellulose-binding-like domain superfamily	4	13	3.518003784825402e-5	0.014483642578806142	InterPro	WGD	bifan	peak1	Vvinifera
Expansin/Lol pI	4	13	3.518003784825402e-5	0.014483642578806142	InterPro	WGD	bifan	peak1	Vvinifera
Importin subunit alpha	3	5	3.5279023110466685e-5	0.014483642578806142	InterPro	WGD	bifan	peak1	Vvinifera
Zinc finger, RING/FYVE/PHD-type	19	436	4.662013044170613e-5	0.01830752252823869	InterPro	WGD	bifan	peak1	Vvinifera
FYVE zinc finger	4	14	4.8657935018806005e-5	0.01831160287874399	InterPro	WGD	bifan	peak1	Vvinifera
Zinc finger, FYVE-related	4	15	6.555171797362994e-5	0.022500788139834933	InterPro	WGD	bifan	peak1	Vvinifera
CENP-T/Histone H4, histone fold	3	6	6.975443621738022e-5	0.022500788139834933	InterPro	WGD	bifan	peak1	Vvinifera
Histone H4	3	6	6.975443621738022e-5	0.022500788139834933	InterPro	WGD	bifan	peak1	Vvinifera
Histone H4, conserved site	3	6	6.975443621738022e-5	0.022500788139834933	InterPro	WGD	bifan	peak1	Vvinifera
Expansin/pollen allergen, DPBB domain	4	17	1.1155770170051509e-4	0.03358630539196841	InterPro	WGD	bifan	peak1	Vvinifera
RlpA-like protein, double-psi beta-barrel domain	4	17	1.1155770170051509e-4	0.03358630539196841	InterPro	WGD	bifan	peak1	Vvinifera
RlpA-like domain superfamily	4	19	1.7733220603837128e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
14-3-3 protein, conserved site	3	8	1.9089355603065333e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Acidic leucine-rich nuclear phosphoprotein 32	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Acin1, RNSP1-SAP18 binding (RSB) motif	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Acinus, RNA recognition motif	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Clathrin heavy chain, N-terminal	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Clathrin, heavy chain	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Clathrin, heavy chain, linker, core motif	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Clathrin, heavy chain, propeller repeat	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Cytochrome c oxidase, subunit Vb	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Cytochrome c oxidase, subunit Vb superfamily	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Fatty acid desaturase, N-terminal	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Methyl-CpG-binding domain-containing protein 13-like	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
mRNA-decapping enzyme subunit 1	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
PA2G4 family	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Peroxisomal adenine nucleotide carrier 1/2	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Photosystem II PsbX	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Protein E6-like	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Protein of unknown function DUF620	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Ribosomal protein L34Ae	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Ribosomal protein L34e, conserved site	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Ribosomal protein L35A	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Ribosomal protein L35A superfamily	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Ribosomal protein L35Ae, conserved site	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
RING finger and transmembrane domain-containing protein 1/2	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Signal peptidase complex subunit 3	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Thioredoxin-independent 5'-adenylylsulphate reductase	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Transcription elongation factor, IIS-type	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Transcription elongation factor, TFIIS	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Uncharacterized protein At2g33490-like	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
Urease accessory protein UreH-like, transmembrane domain	2	2	2.363350607960312e-4	0.03499308637884842	InterPro	WGD	bifan	peak1	Vvinifera
FAR1	21	31	1.1091621901806354e-11	4.99122985581286e-10	Family	SSD	bifan	peak1	Vvinifera
microtubule-based process	9	28	2.9069082136480252e-8	8.40387164565644e-5	GOBP	SSD	bifan	peak1	Vvinifera
cytoskeleton organization	7	22	1.1468731207010395e-6	0.0014155001450500213	GOBP	SSD	bifan	peak1	Vvinifera
cortical microtubule organization	6	15	1.4688690540124747e-6	0.0014155001450500213	GOBP	SSD	bifan	peak1	Vvinifera
mitotic cell cycle	8	34	2.474039464318818e-6	0.0017881120228364258	GOBP	SSD	bifan	peak1	Vvinifera
photosynthesis, light harvesting	6	18	5.087486714082383e-6	0.0022699037227613	GOBP	SSD	bifan	peak1	Vvinifera
photosynthesis, light harvesting in photosystem I	6	18	5.087486714082383e-6	0.0022699037227613	GOBP	SSD	bifan	peak1	Vvinifera
modification-dependent protein catabolic process	5	11	5.496134921940194e-6	0.0022699037227613	GOBP	SSD	bifan	peak1	Vvinifera
microtubule cytoskeleton organization	8	39	7.454053590456356e-6	0.0026937086162511655	GOBP	SSD	bifan	peak1	Vvinifera
water transport	5	12	9.214497063872752e-6	0.0029599012235173475	GOBP	SSD	bifan	peak1	Vvinifera
xyloglucan metabolic process	7	30	1.1370086157812516e-5	0.0032870919082235986	GOBP	SSD	bifan	peak1	Vvinifera
protein complex oligomerization	7	32	1.794723178423462e-5	0.004716858826202026	GOBP	SSD	bifan	peak1	Vvinifera
polyketide biosynthetic process	4	8	3.2868563479760286e-5	0.007918584751665582	GOBP	SSD	bifan	peak1	Vvinifera
response to hydrogen peroxide	7	41	9.735289443769737e-5	0.021649785986106392	GOBP	SSD	bifan	peak1	Vvinifera
structural constituent of cytoskeleton	8	17	4.945298040248832e-9	1.0236766943315083e-5	GOMF	SSD	bifan	peak1	Vvinifera
water channel activity	5	13	1.464407690309241e-5	0.015156619594700644	GOMF	SSD	bifan	peak1	Vvinifera
chlorophyll binding	6	24	3.2173049588081835e-5	0.017009481600775946	GOMF	SSD	bifan	peak1	Vvinifera
trihydroxystilbene synthase activity	4	8	3.2868563479760286e-5	0.017009481600775946	GOMF	SSD	bifan	peak1	Vvinifera
protein tag	5	16	4.649573564899208e-5	0.017219573791862865	GOMF	SSD	bifan	peak1	Vvinifera
protein heterodimerization activity	8	51	5.8230442774415483e-5	0.017219573791862865	GOMF	SSD	bifan	peak1	Vvinifera
protein self-association	8	51	5.8230442774415483e-5	0.017219573791862865	GOMF	SSD	bifan	peak1	Vvinifera
NAD+ nucleosidase activity	6	28	8.222687399518774e-5	0.020066247316590378	GOMF	SSD	bifan	peak1	Vvinifera
channel activity	5	18	8.724455355039295e-5	0.020066247316590378	GOMF	SSD	bifan	peak1	Vvinifera
Tubulin/FtsZ, C-terminal	9	16	6.410529850222998e-11	3.3665977759289425e-7	InterPro	SSD	bifan	peak1	Vvinifera
Domain of unknown function DUF6469	7	8	7.45482235590997e-11	3.3665977759289425e-7	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin/FtsZ-like, C-terminal domain	9	17	1.3300920586321902e-10	4.0044638245219804e-7	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin/FtsZ, GTPase domain superfamily	9	18	2.597422114700586e-10	5.864979134993924e-7	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin	8	14	6.557720675525971e-10	1.1845866628270114e-6	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin/FtsZ, 2-layer sandwich domain	8	15	1.3723984142259678e-9	2.0659170795481567e-6	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin, conserved site	7	13	1.4229625700332732e-8	1.8360282760772174e-5	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin/FtsZ, GTPase domain	7	15	5.0930675137139015e-8	5.7500732229829946e-5	InterPro	SSD	bifan	peak1	Vvinifera
DNA2/NAM7 helicase-like, C-terminal	7	18	2.3487830134704637e-7	2.1214208177665228e-4	InterPro	SSD	bifan	peak1	Vvinifera
DNA2/NAM7 helicase, helicase domain	7	18	2.3487830134704637e-7	2.1214208177665228e-4	InterPro	SSD	bifan	peak1	Vvinifera
Tubulin, C-terminal	6	12	2.904279232346681e-7	2.3846772751413842e-4	InterPro	SSD	bifan	peak1	Vvinifera
C-JID domain	10	48	4.564681989236108e-7	3.300882673839415e-4	InterPro	SSD	bifan	peak1	Vvinifera
TPR and ankyrin repeat-containing protein 1	4	4	5.116514330574824e-7	3.300882673839415e-4	InterPro	SSD	bifan	peak1	Vvinifera
UvrD-like helicase, ATP-binding domain	4	4	5.116514330574824e-7	3.300882673839415e-4	InterPro	SSD	bifan	peak1	Vvinifera
Protein of unknown function DUF3339	4	5	2.5038554651372943e-6	0.0014134264100700027	InterPro	SSD	bifan	peak1	Vvinifera
Protein SPIRAL1-like	4	5	2.5038554651372943e-6	0.0014134264100700027	InterPro	SSD	bifan	peak1	Vvinifera
Chlorophyll A-B binding protein, plant and chromista	6	18	5.087486714082383e-6	0.0027029517647995343	InterPro	SSD	bifan	peak1	Vvinifera
CENP-T/Histone H4, histone fold	4	6	7.351967572278127e-6	0.0033201485556408022	InterPro	SSD	bifan	peak1	Vvinifera
Histone H4	4	6	7.351967572278127e-6	0.0033201485556408022	InterPro	SSD	bifan	peak1	Vvinifera
Histone H4, conserved site	4	6	7.351967572278127e-6	0.0033201485556408022	InterPro	SSD	bifan	peak1	Vvinifera
Ubiquitin conserved site	5	12	9.214497063872752e-6	0.003963111308614224	InterPro	SSD	bifan	peak1	Vvinifera
Toll/interleukin-1 receptor homology (TIR) domain superfamily	7	30	1.1370086157812516e-5	0.00466793718988012	InterPro	SSD	bifan	peak1	Vvinifera
Chlorophyll A-B binding protein	6	21	1.3887913835609388e-5	0.005453723381009739	InterPro	SSD	bifan	peak1	Vvinifera
Eukaryotic translation initiation factor SUI1	3	3	1.920114127946273e-5	0.006670181078311821	InterPro	SSD	bifan	peak1	Vvinifera
Ribosomal protein S27a	3	3	1.920114127946273e-5	0.006670181078311821	InterPro	SSD	bifan	peak1	Vvinifera
S27a-like superfamily	3	3	1.920114127946273e-5	0.006670181078311821	InterPro	SSD	bifan	peak1	Vvinifera
Aquaporin transporter	5	14	2.2278734236775762e-5	0.006938673366433058	InterPro	SSD	bifan	peak1	Vvinifera
Major intrinsic protein, conserved site	5	14	2.2278734236775762e-5	0.006938673366433058	InterPro	SSD	bifan	peak1	Vvinifera
Protein of unknown function wound-induced	5	14	2.2278734236775762e-5	0.006938673366433058	InterPro	SSD	bifan	peak1	Vvinifera
Beta tubulin	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	peak1	Vvinifera
Chalcone/stilbene synthase, N-terminal	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	peak1	Vvinifera
E3 ubiquitin-protein ligase PUB22/23/24-like	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	peak1	Vvinifera
Polyketide synthase, type III	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	peak1	Vvinifera
Ubiquitin domain	5	16	4.649573564899208e-5	0.012351455422991072	InterPro	SSD	bifan	peak1	Vvinifera
AT-hook motif nuclear-localized protein	4	9	5.790960465110605e-5	0.01494398712025114	InterPro	SSD	bifan	peak1	Vvinifera
Aquaporin-like	5	17	6.44231460958623e-5	0.015726212311833195	InterPro	SSD	bifan	peak1	Vvinifera
Major intrinsic protein	5	17	6.44231460958623e-5	0.015726212311833195	InterPro	SSD	bifan	peak1	Vvinifera
Alpha tubulin	3	4	7.526961081867875e-5	0.017431669869597603	InterPro	SSD	bifan	peak1	Vvinifera
Glycine rich protein	3	4	7.526961081867875e-5	0.017431669869597603	InterPro	SSD	bifan	peak1	Vvinifera
Toll/interleukin-1 receptor homology (TIR) domain	6	28	8.222687399518774e-5	0.018566828148113394	InterPro	SSD	bifan	peak1	Vvinifera
Glycoside hydrolase, family 16, active site	5	18	8.724455355039295e-5	0.01921933677236949	InterPro	SSD	bifan	peak1	Vvinifera
Beta tubulin, autoregulation binding site	4	10	9.447239044757104e-5	0.02031606263148718	InterPro	SSD	bifan	peak1	Vvinifera
Alpha crystallin/Hsp20 domain	7	41	9.735289443769737e-5	0.0204486358735182	InterPro	SSD	bifan	peak1	Vvinifera
Histone-fold	7	42	1.1415791406201103e-4	0.023433506359274627	InterPro	SSD	bifan	peak1	Vvinifera
Expansin	4	11	1.453159650336458e-4	0.02916652880408642	InterPro	SSD	bifan	peak1	Vvinifera
Leucine-rich repeat 3	5	20	1.510273390215296e-4	0.029653889696575116	InterPro	SSD	bifan	peak1	Vvinifera
Ferritin	3	5	1.8441824384899058e-4	0.03399317507028741	InterPro	SSD	bifan	peak1	Vvinifera
Ferritin-like	3	5	1.8441824384899058e-4	0.03399317507028741	InterPro	SSD	bifan	peak1	Vvinifera
Mitochondrial pyruvate carrier	3	5	1.8441824384899058e-4	0.03399317507028741	InterPro	SSD	bifan	peak1	Vvinifera
IQ motif, EF-hand binding site	6	33	2.158190738947496e-4	0.03898555750834756	InterPro	SSD	bifan	peak1	Vvinifera
2-isopropylmalate synthase activity	2	2	5.967918680954928e-6	0.0043526020246431275	GOMF	WGD	bifan	peak1	Osativa
galactonolactone dehydrogenase activity	2	2	5.967918680954928e-6	0.0043526020246431275	GOMF	WGD	bifan	peak1	Osativa
oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	2	2	5.967918680954928e-6	0.0043526020246431275	GOMF	WGD	bifan	peak1	Osativa
D-arabinono-1,4-lactone oxidase activity	2	3	1.787547765227384e-5	0.00977788627579379	GOMF	WGD	bifan	peak1	Osativa
6-phosphogluconolactonase activity	2	4	3.5694496930322724e-5	0.015619911856709225	GOMF	WGD	bifan	peak1	Osativa
acyltransferase, acyl groups converted into alkyl on transfer	2	6	8.895468672005661e-5	0.032438809090580646	GOMF	WGD	bifan	peak1	Osativa
1-phosphatidylinositol binding	2	7	1.2433998662195037e-4	0.03886512724697534	GOMF	WGD	bifan	peak1	Osativa
clathrin heavy chain binding	2	8	1.6552500501924316e-4	0.045271088872763	GOMF	WGD	bifan	peak1	Osativa
ENTH/VHS	4	30	8.574576105752548e-7	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain  superfamily	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
2-isopropylmalate synthase, bacterial-type	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
Alpha-isopropylmalate/homocitrate synthase, conserved site	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
Galactonolactone dehydrogenase	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
L-gulonolactone/D-arabinono-1,4-lactone oxidase	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
Protein of unknown function DUF3611	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
U3 small nucleolar ribonucleoprotein complex, subunit Mpp10	2	2	5.967918680954928e-6	0.005846571001108844	InterPro	WGD	bifan	peak1	Osativa
D-arabinono-1,4-lactone oxidase	2	3	1.787547765227384e-5	0.01432800786000895	InterPro	WGD	bifan	peak1	Osativa
Uncharacterised conserved protein UCP012943	2	3	1.787547765227384e-5	0.01432800786000895	InterPro	WGD	bifan	peak1	Osativa
6-Phosphogluconolactonase	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
6-phosphogluconolactonase, DevB-type	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
DNA-directed RNA polymerase subunit Rpo5/Rpb5	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
Glucosamine/galactosamine-6-phosphate isomerase	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
Paraneoplastic encephalomyelitis antigen	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
RNA polymerase Rpb5, N-terminal domain superfamily	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
RNA polymerase, Rpb5, N-terminal	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
RNA polymerase, subunit H/Rpb5 C-terminal	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
RPB5-like RNA polymerase subunit superfamily	2	4	3.5694496930322724e-5	0.015735918971732776	InterPro	WGD	bifan	peak1	Osativa
Pyruvate carboxyltransferase	2	5	5.939689464048604e-5	0.02493821047834121	InterPro	WGD	bifan	peak1	Osativa
Alpha-L-arabinofuranosidase, C-terminal	2	6	8.895468672005661e-5	0.03565061240048814	InterPro	WGD	bifan	peak1	Osativa
ANTH domain superfamily	2	7	1.2433998662195037e-4	0.03915377364449059	InterPro	WGD	bifan	peak1	Osativa
AP180 N-terminal homology (ANTH) domain	2	7	1.2433998662195037e-4	0.03915377364449059	InterPro	WGD	bifan	peak1	Osativa
Calcium-transporting P-type ATPase, N-terminal autoinhibitory domain	2	7	1.2433998662195037e-4	0.03915377364449059	InterPro	WGD	bifan	peak1	Osativa
Clathrin coat assembly protein AP180-like	2	7	1.2433998662195037e-4	0.03915377364449059	InterPro	WGD	bifan	peak1	Osativa
ELMO domain	2	7	1.2433998662195037e-4	0.03915377364449059	InterPro	WGD	bifan	peak1	Osativa
Long-chain fatty acid CoA synthetase, eukaryotic	2	7	1.2433998662195037e-4	0.03915377364449059	InterPro	WGD	bifan	peak1	Osativa
Saposin B type domain	2	8	1.6552500501924316e-4	0.047078515137247326	InterPro	WGD	bifan	peak1	Osativa
Saposin-like	2	8	1.6552500501924316e-4	0.047078515137247326	InterPro	WGD	bifan	peak1	Osativa
Saposin-like type B, region 1	2	8	1.6552500501924316e-4	0.047078515137247326	InterPro	WGD	bifan	peak1	Osativa
S1Fa-like	2	2	1.0928218603227947e-4	0.0048084161854202966	Family	SSD	bifan	peak1	Osativa
Malectin-like domain	4	24	1.6527339750682563e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Zinc finger, UBP-type	3	10	3.1365082739958895e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
26S Proteasome non-ATPase regulatory subunit 13	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
60S acidic ribosomal protein P3-like	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Cold shock domain	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Cold-shock (CSD) domain	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Cold-shock protein, DNA-binding	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Cytochrome c1	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Cytochrome c1, transmembrane anchor, C-terminal	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
EF hand associated, type-2	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
IGR protein motif	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Mediator complex, subunit Med31	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Mediator of RNA polymerase II, subunit Med31 superfamily	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
METABOLIC NETWORK MODULATOR 1-like	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, plant/fungi	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Nuclear control of ATP synthase 2	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Protein SUPPRESSOR OF GENE SILENCING 3	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Ribosomal protein L33	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Ribosomal protein L33 superfamily	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Ribosomal protein L33, conserved site	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
RuvB-like helicase 2	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Small nuclear ribonucleoprotein F	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Ubiquinone biosynthesis protein Coq4	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Ubiquinone biosynthesis protein Coq4, eukaryotes	2	2	4.2121326461662295e-5	0.015474322308853185	InterPro	SSD	bifan	peak1	Osativa
Hexapeptide repeat	3	14	9.334058554044587e-5	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
F-box-like domain superfamily	9	291	1.2474716979606366e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
60S acidic ribosomal protein P0	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
B-block binding subunit of TFIIIC	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Biogenesis of lysosome-related organelles complex 1 subunit 1	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Cyclin-dependent protein kinase inhibitor SMR11/SMR16	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Exportin 4/7-like	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Serine-tRNA ligase catalytic core domain	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Serine-tRNA ligase, type1	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Serine-tRNA synthetase, type1, N-terminal	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Serine-tRNA synthetase, type1, N-terminal domain superfamily	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Stress-associated endoplasmic reticulum protein	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Transcription facto Tfc3-like	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
TryX and NRX, thioredoxin domain	2	3	1.258234292921916e-4	0.029194346738664556	InterPro	SSD	bifan	peak1	Osativa
Trimeric LpxA-like superfamily	3	16	1.4223703513091893e-4	0.03215651124998236	InterPro	SSD	bifan	peak1	Osativa
DC1	2	4	2.50570921360585e-4	0.04909519585858395	InterPro	SSD	bifan	peak1	Osativa
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	2	4	2.50570921360585e-4	0.04909519585858395	InterPro	SSD	bifan	peak1	Osativa
RuvB-like	2	4	2.50570921360585e-4	0.04909519585858395	InterPro	SSD	bifan	peak1	Osativa
RuvBL1/2, DNA/RNA binding domain	2	4	2.50570921360585e-4	0.04909519585858395	InterPro	SSD	bifan	peak1	Osativa
Sm-like protein Lsm6/SmF	2	4	2.50570921360585e-4	0.04909519585858395	InterPro	SSD	bifan	peak1	Osativa
