TermID	genes	all	pval	padj	Class	Mode	Motif	Species
protein tag	5	16	4.649573564899208e-5	0.017219573791862865	GOMF	SSD	bifan	Vvinifera
protein heterodimerization activity	8	51	5.8230442774415483e-5	0.017219573791862865	GOMF	SSD	bifan	Vvinifera
protein self-association	8	51	5.8230442774415483e-5	0.017219573791862865	GOMF	SSD	bifan	Vvinifera
NAD+ nucleosidase activity	6	28	8.222687399518774e-5	0.020066247316590378	GOMF	SSD	bifan	Vvinifera
channel activity	5	18	8.724455355039295e-5	0.020066247316590378	GOMF	SSD	bifan	Vvinifera
Tubulin/FtsZ, C-terminal	9	16	6.410529850222998e-11	3.3665977759289425e-7	InterPro	SSD	bifan	Vvinifera
Domain of unknown function DUF6469	7	8	7.45482235590997e-11	3.3665977759289425e-7	InterPro	SSD	bifan	Vvinifera
Tubulin/FtsZ-like, C-terminal domain	9	17	1.3300920586321902e-10	4.0044638245219804e-7	InterPro	SSD	bifan	Vvinifera
Tubulin/FtsZ, GTPase domain superfamily	9	18	2.597422114700586e-10	5.864979134993924e-7	InterPro	SSD	bifan	Vvinifera
Tubulin	8	14	6.557720675525971e-10	1.1845866628270114e-6	InterPro	SSD	bifan	Vvinifera
Tubulin/FtsZ, 2-layer sandwich domain	8	15	1.3723984142259678e-9	2.0659170795481567e-6	InterPro	SSD	bifan	Vvinifera
Tubulin, conserved site	7	13	1.4229625700332732e-8	1.8360282760772174e-5	InterPro	SSD	bifan	Vvinifera
Tubulin/FtsZ, GTPase domain	7	15	5.0930675137139015e-8	5.7500732229829946e-5	InterPro	SSD	bifan	Vvinifera
DNA2/NAM7 helicase-like, C-terminal	7	18	2.3487830134704637e-7	2.1214208177665228e-4	InterPro	SSD	bifan	Vvinifera
DNA2/NAM7 helicase, helicase domain	7	18	2.3487830134704637e-7	2.1214208177665228e-4	InterPro	SSD	bifan	Vvinifera
Tubulin, C-terminal	6	12	2.904279232346681e-7	2.3846772751413842e-4	InterPro	SSD	bifan	Vvinifera
C-JID domain	10	48	4.564681989236108e-7	3.300882673839415e-4	InterPro	SSD	bifan	Vvinifera
TPR and ankyrin repeat-containing protein 1	4	4	5.116514330574824e-7	3.300882673839415e-4	InterPro	SSD	bifan	Vvinifera
UvrD-like helicase, ATP-binding domain	4	4	5.116514330574824e-7	3.300882673839415e-4	InterPro	SSD	bifan	Vvinifera
Protein of unknown function DUF3339	4	5	2.5038554651372943e-6	0.0014134264100700027	InterPro	SSD	bifan	Vvinifera
Protein SPIRAL1-like	4	5	2.5038554651372943e-6	0.0014134264100700027	InterPro	SSD	bifan	Vvinifera
Chlorophyll A-B binding protein, plant and chromista	6	18	5.087486714082383e-6	0.0027029517647995343	InterPro	SSD	bifan	Vvinifera
CENP-T/Histone H4, histone fold	4	6	7.351967572278127e-6	0.0033201485556408022	InterPro	SSD	bifan	Vvinifera
Histone H4	4	6	7.351967572278127e-6	0.0033201485556408022	InterPro	SSD	bifan	Vvinifera
Histone H4, conserved site	4	6	7.351967572278127e-6	0.0033201485556408022	InterPro	SSD	bifan	Vvinifera
Ubiquitin conserved site	5	12	9.214497063872752e-6	0.003963111308614224	InterPro	SSD	bifan	Vvinifera
Toll/interleukin-1 receptor homology (TIR) domain superfamily	7	30	1.1370086157812516e-5	0.00466793718988012	InterPro	SSD	bifan	Vvinifera
Chlorophyll A-B binding protein	6	21	1.3887913835609388e-5	0.005453723381009739	InterPro	SSD	bifan	Vvinifera
Eukaryotic translation initiation factor SUI1	3	3	1.920114127946273e-5	0.006670181078311821	InterPro	SSD	bifan	Vvinifera
Ribosomal protein S27a	3	3	1.920114127946273e-5	0.006670181078311821	InterPro	SSD	bifan	Vvinifera
S27a-like superfamily	3	3	1.920114127946273e-5	0.006670181078311821	InterPro	SSD	bifan	Vvinifera
Aquaporin transporter	5	14	2.2278734236775762e-5	0.006938673366433058	InterPro	SSD	bifan	Vvinifera
Major intrinsic protein, conserved site	5	14	2.2278734236775762e-5	0.006938673366433058	InterPro	SSD	bifan	Vvinifera
Protein of unknown function wound-induced	5	14	2.2278734236775762e-5	0.006938673366433058	InterPro	SSD	bifan	Vvinifera
Beta tubulin	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	Vvinifera
Chalcone/stilbene synthase, N-terminal	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	Vvinifera
E3 ubiquitin-protein ligase PUB22/23/24-like	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	Vvinifera
Polyketide synthase, type III	4	8	3.2868563479760286e-5	0.008996026222702876	InterPro	SSD	bifan	Vvinifera
Ubiquitin domain	5	16	4.649573564899208e-5	0.012351455422991072	InterPro	SSD	bifan	Vvinifera
AT-hook motif nuclear-localized protein	4	9	5.790960465110605e-5	0.01494398712025114	InterPro	SSD	bifan	Vvinifera
Aquaporin-like	5	17	6.44231460958623e-5	0.015726212311833195	InterPro	SSD	bifan	Vvinifera
Major intrinsic protein	5	17	6.44231460958623e-5	0.015726212311833195	InterPro	SSD	bifan	Vvinifera
Alpha tubulin	3	4	7.526961081867875e-5	0.017431669869597603	InterPro	SSD	bifan	Vvinifera
Glycine rich protein	3	4	7.526961081867875e-5	0.017431669869597603	InterPro	SSD	bifan	Vvinifera
Toll/interleukin-1 receptor homology (TIR) domain	6	28	8.222687399518774e-5	0.018566828148113394	InterPro	SSD	bifan	Vvinifera
Glycoside hydrolase, family 16, active site	5	18	8.724455355039295e-5	0.01921933677236949	InterPro	SSD	bifan	Vvinifera
Beta tubulin, autoregulation binding site	4	10	9.447239044757104e-5	0.02031606263148718	InterPro	SSD	bifan	Vvinifera
Alpha crystallin/Hsp20 domain	7	41	9.735289443769737e-5	0.0204486358735182	InterPro	SSD	bifan	Vvinifera
Histone-fold	7	42	1.1415791406201103e-4	0.023433506359274627	InterPro	SSD	bifan	Vvinifera
Expansin	4	11	1.453159650336458e-4	0.02916652880408642	InterPro	SSD	bifan	Vvinifera
Leucine-rich repeat 3	5	20	1.510273390215296e-4	0.029653889696575116	InterPro	SSD	bifan	Vvinifera
Ferritin	3	5	1.8441824384899058e-4	0.03399317507028741	InterPro	SSD	bifan	Vvinifera
Ferritin-like	3	5	1.8441824384899058e-4	0.03399317507028741	InterPro	SSD	bifan	Vvinifera
Mitochondrial pyruvate carrier	3	5	1.8441824384899058e-4	0.03399317507028741	InterPro	SSD	bifan	Vvinifera
IQ motif, EF-hand binding site	6	33	2.158190738947496e-4	0.03898555750834756	InterPro	SSD	bifan	Vvinifera
anatomical structure morphogenesis	5	22	9.163130409110801e-8	2.798420026942439e-4	GOBP	WGD	bifan	Osativa
xylan acetylation	4	16	1.2739633208014602e-6	0.0019453419908638297	GOBP	WGD	bifan	Osativa
endocytosis	4	35	3.392703115614499e-5	0.034537717716955595	GOBP	WGD	bifan	Osativa
plant-type cell wall organization	3	14	4.99561977435783e-5	0.03814155697722203	GOBP	WGD	bifan	Osativa
dipeptide transmembrane transport	2	3	8.259705979331342e-5	0.04204190343479653	GOBP	WGD	bifan	Osativa
tripeptide transport	2	3	8.259705979331342e-5	0.04204190343479653	GOBP	WGD	bifan	Osativa
xylan O-acetyltransferase activity	4	12	3.521781546639962e-7	7.705658024048238e-4	GOMF	WGD	bifan	Osativa
O-acetyltransferase activity	4	31	2.07218143742663e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
2-isopropylmalate synthase activity	2	2	2.7627809665057464e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
galactonolactone dehydrogenase activity	2	2	2.7627809665057464e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
glutamate 5-kinase activity	2	2	2.7627809665057464e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
glutamate-5-semialdehyde dehydrogenase activity	2	2	2.7627809665057464e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	2	2	2.7627809665057464e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
protein kinase C binding	2	2	2.7627809665057464e-5	0.007556205943393217	GOMF	WGD	bifan	Osativa
D-arabinono-1,4-lactone oxidase activity	2	3	8.259705979331342e-5	0.016868900768255528	GOMF	WGD	bifan	Osativa
peptide transmembrane transporter activity	4	44	8.480708795740896e-5	0.016868900768255528	GOMF	WGD	bifan	Osativa
peptide:proton symporter activity	4	44	8.480708795740896e-5	0.016868900768255528	GOMF	WGD	bifan	Osativa
6-phosphogluconolactonase activity	2	4	1.6462358630633548e-4	0.024013093789217472	GOMF	WGD	bifan	Osativa
dipeptide transmembrane transporter activity	2	4	1.6462358630633548e-4	0.024013093789217472	GOMF	WGD	bifan	Osativa
enzyme binding	2	4	1.6462358630633548e-4	0.024013093789217472	GOMF	WGD	bifan	Osativa
tripeptide transmembrane transporter activity	2	4	1.6462358630633548e-4	0.024013093789217472	GOMF	WGD	bifan	Osativa
oligopeptide transmembrane transporter activity	4	61	3.0432683867207905e-4	0.04161669518840681	GOMF	WGD	bifan	Osativa
acyltransferase, acyl groups converted into alkyl on transfer	2	6	4.0872274819013396e-4	0.04968252072444517	GOMF	WGD	bifan	Osativa
aminophospholipid flippase activity	2	6	4.0872274819013396e-4	0.04968252072444517	GOMF	WGD	bifan	Osativa
Expansin, cellulose-binding-like domain	5	23	1.1659380914190965e-7	3.2327373483578023e-4	InterPro	WGD	bifan	Osativa
Expansin, cellulose-binding-like domain superfamily	5	23	1.1659380914190965e-7	3.2327373483578023e-4	InterPro	WGD	bifan	Osativa
Expansin/Lol pI	5	23	1.1659380914190965e-7	3.2327373483578023e-4	InterPro	WGD	bifan	Osativa
RlpA-like protein, double-psi beta-barrel domain	5	24	1.4665928766509255e-7	3.2327373483578023e-4	InterPro	WGD	bifan	Osativa
Expansin/pollen allergen, DPBB domain	5	26	2.2507484408292832e-7	3.9689698005583585e-4	InterPro	WGD	bifan	Osativa
RlpA-like domain superfamily	5	31	5.692990668756397e-7	8.365849787737525e-4	InterPro	WGD	bifan	Osativa
Expansin	3	8	7.86522947083386e-6	0.009022014733955986	InterPro	WGD	bifan	Osativa
ENTH/VHS	4	30	1.8121489818473957e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Trichome birefringence-like family	4	30	1.8121489818473957e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
PC-Esterase	4	31	2.07218143742663e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Trichome birefringence-like, N-terminal domain	4	32	2.3586087929751592e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain  superfamily	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
2-isopropylmalate synthase, bacterial-type	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Alpha-isopropylmalate/homocitrate synthase, conserved site	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Delta l-pyrroline-5-carboxylate synthetase	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Galactonolactone dehydrogenase	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Gamma-glutamyl phosphate reductase GPR, conserved site	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Glutamate 5-kinase, conserved site	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
GPR domain	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
L-gulonolactone/D-arabinono-1,4-lactone oxidase	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Micro-fibrillar-associated protein 1, C-terminal	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Microfibrillar-associated protein 1	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Protein of unknown function DUF3611	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
Small (40S) ribosomal subunit Asc1/RACK1	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
U3 small nucleolar ribonucleoprotein complex, subunit Mpp10	2	2	2.7627809665057464e-5	0.009022014733955986	InterPro	WGD	bifan	Osativa
D-arabinono-1,4-lactone oxidase	2	3	8.259705979331342e-5	0.02349220245798853	InterPro	WGD	bifan	Osativa
EH domain	2	3	8.259705979331342e-5	0.02349220245798853	InterPro	WGD	bifan	Osativa
Putative nuclear localisation signal	2	3	8.259705979331342e-5	0.02349220245798853	InterPro	WGD	bifan	Osativa
Uncharacterised conserved protein UCP012943	2	3	8.259705979331342e-5	0.02349220245798853	InterPro	WGD	bifan	Osativa
6-Phosphogluconolactonase	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
6-phosphogluconolactonase, DevB-type	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
DNA-directed RNA polymerase subunit Rpo5/Rpb5	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
Ethylene-responsive binding factor-associated repression	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
Glucosamine/galactosamine-6-phosphate isomerase	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
Glutamate/acetylglutamate kinase	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
mRNA-decapping enzyme subunit 1	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
Ninja family	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
NRT1/PTR family	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
Paraneoplastic encephalomyelitis antigen	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
RNA polymerase Rpb5, N-terminal domain superfamily	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
RNA polymerase, Rpb5, N-terminal	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
RNA polymerase, subunit H/Rpb5 C-terminal	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
RPB5-like RNA polymerase subunit superfamily	2	4	1.6462358630633548e-4	0.032255248010288	InterPro	WGD	bifan	Osativa
Proton-dependent oligopeptide transporter family	4	57	2.34113855068165e-4	0.04487351869860893	InterPro	WGD	bifan	Osativa
M-type	20	28	1.8688026268541766e-6	8.222731558158377e-5	Family	SSD	bifan	Osativa
NAC	28	55	2.1425540712692896e-4	0.003788020291491258	Family	SSD	bifan	Osativa
NF-YA	8	9	2.5827411078349486e-4	0.003788020291491258	Family	SSD	bifan	Osativa
YABBY	6	7	0.002627240775460796	0.028899648530068756	Family	SSD	bifan	Osativa
photosynthesis, light harvesting	15	15	6.789684499155446e-17	1.0367848230210366e-13	GOBP	SSD	bifan	Osativa
photosynthesis, light harvesting in photosystem I	15	15	6.789684499155446e-17	1.0367848230210366e-13	GOBP	SSD	bifan	Osativa
cellular oxidant detoxification	37	108	3.196377579368888e-14	3.253912375797528e-11	GOBP	SSD	bifan	Osativa
response to oxidative stress	39	120	4.677115352030352e-14	3.570977571275174e-11	GOBP	SSD	bifan	Osativa
hydrogen peroxide catabolic process	27	72	8.133691561709383e-12	4.968058805892091e-9	GOBP	SSD	bifan	Osativa
protein peptidyl-prolyl isomerization	17	39	3.986474638658395e-9	2.0291155910771233e-6	GOBP	SSD	bifan	Osativa
protein-chromophore linkage	15	31	5.579730440794502e-9	2.4343566808837725e-6	GOBP	SSD	bifan	Osativa
response to light stimulus	20	55	7.691895147518485e-9	2.936380972565182e-6	GOBP	SSD	bifan	Osativa
ubiquitin-dependent protein catabolic process	44	210	1.12980902175285e-8	3.8338186138146705e-6	GOBP	SSD	bifan	Osativa
photosynthesis	27	96	1.2661288699096564e-8	3.8667575687040904e-06	GOBP	SSD	bifan	Osativa
obsolete oxidation-reduction process	22	75	1.221226805580157e-7	3.3905696947652715e-5	GOBP	SSD	bifan	Osativa
intracellular protein transport	42	213	1.4600209358499622e-7	3.7157532817381534e-5	GOBP	SSD	bifan	Osativa
protein ubiquitination	66	419	4.5661561974295765e-7	1.0726954636115329e-4	GOBP	SSD	bifan	Osativa
cellular macromolecule metabolic process	47	268	1.0029231956718391e-6	2.1878053139869977e-4	GOBP	SSD	bifan	Osativa
Rab protein signal transduction	14	38	1.1406236609300945e-6	2.3223097736536723e-4	GOBP	SSD	bifan	Osativa
primary metabolic process	49	299	4.403416496612931e-6	8.405021237909931e-4	GOBP	SSD	bifan	Osativa
polysaccharide catabolic process	12	32	5.386318292392764e-6	9.676362391157355e-4	GOBP	SSD	bifan	Osativa
cell wall macromolecule catabolic process	7	12	1.5691684178601675e-5	0.0025222317621815533	GOBP	SSD	bifan	Osativa
chitin catabolic process	7	12	1.5691684178601675e-5	0.0025222317621815533	GOBP	SSD	bifan	Osativa
small GTPase mediated signal transduction	8	16	1.682799014394799e-5	0.0025696340949808577	GOBP	SSD	bifan	Osativa
proteasomal protein catabolic process	9	21	2.336023238962476e-5	0.0033972452246625717	GOBP	SSD	bifan	Osativa
proteasomal ubiquitin-independent protein catabolic process	9	22	3.6591758511911676e-5	0.005079601386153557	GOBP	SSD	bifan	Osativa
calcium-mediated signaling	11	33	4.788464029423977e-5	0.00624808665401033	GOBP	SSD	bifan	Osativa
xyloglucan metabolic process	8	18	4.910087743819513e-5	0.00624808665401033	GOBP	SSD	bifan	Osativa
regulation of defense response	7	15	1.0169826025185079e-4	0.012423459472366092	GOBP	SSD	bifan	Osativa
protein transport	45	304	1.33468701309017e-4	0.01567743899222069	GOBP	SSD	bifan	Osativa
cellular response to oxidative stress	10	32	1.943950859390785e-4	0.021988244165109104	GOBP	SSD	bifan	Osativa
Rho protein signal transduction	6	12	2.0499322394332717e-4	0.02235890378296147	GOBP	SSD	bifan	Osativa
cell wall biogenesis	7	17	2.6449301465560526e-4	0.026060861104956614	GOBP	SSD	bifan	Osativa
cellular glucan metabolic process	7	17	2.6449301465560526e-4	0.026060861104956614	GOBP	SSD	bifan	Osativa
anatomical structure morphogenesis	8	22	2.645339535866585e-4	0.026060861104956614	GOBP	SSD	bifan	Osativa
protein refolding	12	47	3.817852186202264e-4	0.036436626802067856	GOBP	SSD	bifan	Osativa
dephosphorylation	12	48	4.7063418561040855e-4	0.04355505463194508	GOBP	SSD	bifan	Osativa
defense response to other organism	8	24	5.226985705198457e-4	0.04695063042257673	GOBP	SSD	bifan	Osativa
nucleoside monophosphate phosphorylation	6	14	5.75077973440476e-4	0.047389572795288513	GOBP	SSD	bifan	Osativa
water transport	6	14	5.75077973440476e-4	0.047389572795288513	GOBP	SSD	bifan	Osativa
negative regulation of MAP kinase activity	3	3	5.896541474200928e-4	0.047389572795288513	GOBP	SSD	bifan	Osativa
nicotianamine biosynthetic process	3	3	5.896541474200928e-4	0.047389572795288513	GOBP	SSD	bifan	Osativa
chlorophyll binding	15	16	1.0015916418008932e-15	2.1914825122603544e-12	GOMF	SSD	bifan	Osativa
peroxidase activity	34	91	1.8466964137666054e-14	2.0202858766606662e-11	GOMF	SSD	bifan	Osativa
GTPase activity	43	172	4.842105392401646e-11	3.531508866191601e-8	GOMF	SSD	bifan	Osativa
peptidyl-prolyl cis-trans isomerase activity	23	59	1.1357175497142533e-10	6.212374996936966e-8	GOMF	SSD	bifan	Osativa
GTP binding	45	219	1.4483231880296117e-8	6.337862270817581e-6	GOMF	SSD	bifan	Osativa
hydrolase activity	151	1162	2.908205380236888e-8	1.0605255619930519e-5	GOMF	SSD	bifan	Osativa
oxidoreductase activity	115	825	3.611986682922856e-8	1.1290038374621726e-5	GOMF	SSD	bifan	Osativa
cyclosporin A binding	8	11	3.166835136110057e-7	8.405793466623872e-5	GOMF	SSD	bifan	Osativa
heme binding	44	235	3.4575932906588137e-7	8.405793466623872e-5	GOMF	SSD	bifan	Osativa
hydrolase activity, acting on ester bonds	23	89	7.854770463821078e-7	1.718623777484052e-4	GOMF	SSD	bifan	Osativa
alditol:NADP+ 1-oxidoreductase activity	8	14	4.576964631029437e-6	9.103998738811279e-4	GOMF	SSD	bifan	Osativa
ubiquitin protein ligase activity	32	169	1.0356876048652409e-5	0.001888403732870956	GOMF	SSD	bifan	Osativa
phosphatase activity	31	163	1.2906911239751275e-5	0.0021723324455827533	GOMF	SSD	bifan	Osativa
acyltransferase activity	28	143	1.9057353515081677e-5	0.0029783921064999077	GOMF	SSD	bifan	Osativa
L-ascorbate peroxidase activity	6	9	2.3260139142999214e-5	0.003392878962992152	GOMF	SSD	bifan	Osativa
protein domain specific binding	8	17	2.9444835593160797e-5	0.0037244995537303034	GOMF	SSD	bifan	Osativa
alcohol dehydrogenase (NADP+) activity	7	13	3.152757594953728e-5	0.0037244995537303034	GOMF	SSD	bifan	Osativa
oxidoreductase activity, acting on NAD(P)H	7	13	3.152757594953728e-5	0.0037244995537303034	GOMF	SSD	bifan	Osativa
metal ion binding	172	1528	3.2342546398937736e-5	0.0037244995537303034	GOMF	SSD	bifan	Osativa
threonine-type endopeptidase activity	9	22	3.6591758511911676e-5	0.0040031383812031375	GOMF	SSD	bifan	Osativa
chloride transmembrane transporter activity	4	4	4.9392521258299915e-5	0.004923169569355149	GOMF	SSD	bifan	Osativa
palmitoyltransferase activity	10	28	5.396804326293743e-5	0.004923169569355149	GOMF	SSD	bifan	Osativa
protein-cysteine S-palmitoyltransferase activity	10	28	5.396804326293743e-5	0.004923169569355149	GOMF	SSD	bifan	Osativa
nucleobase-containing compound kinase activity	6	10	5.400185999292668e-5	0.004923169569355149	GOMF	SSD	bifan	Osativa
isomerase activity	29	160	6.08408429229929e-5	0.0053247905726203386	GOMF	SSD	bifan	Osativa
xyloglucan:xyloglucosyl transferase activity	7	15	1.0169826025185079e-4	0.00855829974734806	GOMF	SSD	bifan	Osativa
ubiquitin protein ligase binding	11	37	1.5463161698971444e-4	0.012530888073092415	GOMF	SSD	bifan	Osativa
water channel activity	7	16	1.6770847033577518e-4	0.013105219039095574	GOMF	SSD	bifan	Osativa
protein tyrosine/serine/threonine phosphatase activity	8	21	1.8164588265038675e-4	0.013704868663415387	GOMF	SSD	bifan	Osativa
protein kinase binding	13	51	2.243813349439116e-4	0.016263335990739997	GOMF	SSD	bifan	Osativa
ER retention sequence binding	4	5	2.3042203643187383e-4	0.016263335990739997	GOMF	SSD	bifan	Osativa
mRNA binding	49	351	2.897572452382111e-4	0.019812151643162686	GOMF	SSD	bifan	Osativa
glutathione binding	6	13	3.536780650808625e-4	0.023449927466573546	GOMF	SSD	bifan	Osativa
NAD(P)H dehydrogenase (quinone) activity	5	9	3.9058289570558365e-4	0.025135158111876974	GOMF	SSD	bifan	Osativa
MAP kinase phosphatase activity	3	3	5.896541474200928e-4	0.03583786873764342	GOMF	SSD	bifan	Osativa
nicotianamine synthase activity	3	3	5.896541474200928e-4	0.03583786873764342	GOMF	SSD	bifan	Osativa
amylopectin maltohydrolase activity	4	6	6.451044710392563e-4	0.037144436385102446	GOMF	SSD	bifan	Osativa
beta-amylase activity	4	6	6.451044710392563e-4	0.037144436385102446	GOMF	SSD	bifan	Osativa
Chlorophyll A-B binding protein, plant and chromista	15	15	6.789684499155446e-17	5.986464822905357e-13	InterPro	SSD	bifan	Osativa
Chlorophyll A-B binding protein	17	22	8.224987545980216e-15	3.625985759645378e-11	InterPro	SSD	bifan	Osativa
Peroxidases heam-ligand binding site	27	58	1.4484631904032936e-14	4.25703331659528e-11	InterPro	SSD	bifan	Osativa
Haem peroxidase	27	64	2.841217138608669e-13	6.262752877778158e-10	InterPro	SSD	bifan	Osativa
Haem peroxidase superfamily	27	65	4.4735978369205906e-13	7.174886334430327e-10	InterPro	SSD	bifan	Osativa
Alpha/Beta hydrolase fold	61	269	4.882535783892703e-13	7.174886334430327e-10	InterPro	SSD	bifan	Osativa
Small GTP-binding protein domain	29	88	5.563167935671512e-11	7.007207384116532e-8	InterPro	SSD	bifan	Osativa
Zinc finger, RING-type	60	293	6.86733805558882e-11	7.568664954515828e-8	InterPro	SSD	bifan	Osativa
Peroxidase, active site	19	41	1.3072496182389492e-10	1.280668876001424e-7	InterPro	SSD	bifan	Osativa
Plant peroxidase	21	53	5.109897773788356e-10	4.505396867149194e-7	InterPro	SSD	bifan	Osativa
SGNH hydrolase superfamily	23	64	7.655683970772016e-10	6.136378688208806e-7	InterPro	SSD	bifan	Osativa
Secretory peroxidase	20	50	1.080874713262002e-9	7.941726955692559e-7	InterPro	SSD	bifan	Osativa
Small GTPase	21	56	1.6919454071433303e-9	1.147529434983288e-6	InterPro	SSD	bifan	Osativa
Zinc finger, RING/FYVE/PHD-type	77	470	9.152183059640669e-9	4.93024918419375e-6	InterPro	SSD	bifan	Osativa
Proteasome alpha-subunit, N-terminal domain	9	11	9.505981187625467e-9	4.93024918419375e-6	InterPro	SSD	bifan	Osativa
Proteasome alpha-type subunit	9	11	9.505981187625467e-9	4.93024918419375e-6	InterPro	SSD	bifan	Osativa
Small GTPase superfamily, ARF type	9	11	9.505981187625467e-9	4.93024918419375e-6	InterPro	SSD	bifan	Osativa
GDSL lipase/esterase	19	53	2.3853611967338024e-8	1.1684294262001075e-5	InterPro	SSD	bifan	Osativa
GDSL lipase/esterase-like, plant	17	45	5.293088897346484e-8	2.4562718319949447e-5	InterPro	SSD	bifan	Osativa
Alpha/beta hydrolase fold-3	15	36	6.903069284399887e-8	3.0432180940276904e-5	InterPro	SSD	bifan	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	9	13	1.0573688070557036e-7	4.4394384627667324e-5	InterPro	SSD	bifan	Osativa
Alpha/beta hydrolase fold-1	20	65	1.9060610254010535e-7	7.638972754982313e-5	InterPro	SSD	bifan	Osativa
Aldo/keto reductase, conserved site	10	18	3.932947402989915e-7	1.44486655217342e-4	InterPro	SSD	bifan	Osativa
Glycoside hydrolase family 16	10	18	3.932947402989915e-7	1.44486655217342e-4	InterPro	SSD	bifan	Osativa
RNA recognition motif domain	40	209	6.465860094289112e-7	2.280379538053884e-4	InterPro	SSD	bifan	Osativa
Nucleotide-binding alpha-beta plait domain superfamily	41	222	1.2408331758577812e-6	4.2078561967454065e-4	InterPro	SSD	bifan	Osativa
Beta-glucanase/XTH	10	20	1.4195097836325464e-6	0.00044699349151029153	InterPro	SSD	bifan	Osativa
Small GTPase superfamily, ARF/SAR type	10	20	1.4195097836325464e-6	0.00044699349151029153	InterPro	SSD	bifan	Osativa
RNA-binding domain superfamily	41	227	2.2401478384484498e-6	6.608139937644062e-4	InterPro	SSD	bifan	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase	6	7	2.248431418048337e-6	6.608139937644062e-4	InterPro	SSD	bifan	Osativa
FKBP-type peptidyl-prolyl cis-trans isomerase domain	11	26	3.315142899378248e-6	9.428908046392908e-4	InterPro	SSD	bifan	Osativa
Flavoprotein WrbA-like	5	5	4.135142464906537e-6	0.0011393609722837794	InterPro	SSD	bifan	Osativa
Aldo-keto reductase	9	18	4.874783286867995e-6	0.0012641460070680916	InterPro	SSD	bifan	Osativa
Universal stress protein A family	9	18	4.874783286867995e-6	0.0012641460070680916	InterPro	SSD	bifan	Osativa
